uf,municipio,eleitores,votosBrancos,votosNulos,vagasVeriador
MG,Olímpio Noronha,2538,36,80,9
MG,Oliveira,32489,1042,1112,13
MG,Oliveira Fortes,2147,29,83,9
MG,Onça de Pitangui,3289,34,41,9
MG,Oratórios,4382,50,100,9
MG,Orizânia,6582,58,233,9
MG,Ouro Branco,29454,854,1188,9
MG,Ouro Fino,25085,849,831,11
MG,Ouro Preto,60425,1548,2470,15
MG,Ouro Verde de Minas,6802,59,281,9
MG,Padre Carvalho,5015,26,168,9
MG,Padre Paraíso,14573,127,425,11
MG,Pai Pedro,4990,48,122,9
MG,Paineiras,4224,37,67,9
MG,Pains,6755,83,118,9
MG,Paiva,1708,13,22,9
MG,Palma,5437,50,167,9
MG,Palmópolis,6461,47,426,9
MG,Papagaios,11515,124,180,9
MG,Pará de Minas,61097,2047,2991,17
MG,Paracatu,63877,2225,1580,17
MG,Paraguaçu,16843,414,268,9
MG,Paraisópolis,16251,478,573,9
MG,Paraopeba,18878,449,548,11
MG,Passa Quatro,13089,438,990,9
MG,Passa Tempo,7473,165,271,9
MG,Passa Vinte,2126,12,48,9
MG,Passabém,1713,20,49,9
MG,Passos,79669,3564,3521,11
MG,Patis,5014,30,117,9
MG,Patos de Minas,108071,4663,4184,17
MG,Patrocínio,63006,2013,2116,15
MG,Patrocínio do Muriaé,5377,42,103,9
MG,Paula Cândido,7744,116,209,9
MG,Paulistas,4192,63,118,9
MG,Pavão,6225,58,257,9
MG,Peçanha,13524,133,387,11
MG,Pedra Azul,19168,190,429,11
MG,Pedra Bonita,5150,51,121,9
MG,Pedra do Anta,3656,37,108,9
MG,Pedra do Indaiá,3530,47,56,9
MG,Pedra Dourada,2710,21,57,9
MG,Pedralva,9627,260,284,9
MG,Pedras de Maria da Cruz,8022,46,168,9
MG,Pedrinópolis,3158,21,30,9
MG,Pedro Leopoldo,46739,1864,2043,10
MG,Pedro Teixeira,2082,13,27,9
MG,Pequeri,3194,26,72,9
MG,Pequi,3677,35,59,9
MG,Perdigão,7922,154,175,9
MG,Perdizes,11804,139,205,9
MG,Perdões,16759,540,591,9
MG,Periquito,6582,55,135,9
MG,Pescador,3639,29,87,9
MG,Piau,2705,18,74,9
MG,Piedade de Caratinga,7354,110,122,9
MG,Piedade de Ponte Nova,3945,39,79,9
MG,Piedade do Rio Grande,4095,66,123,9
MG,Piedade dos Gerais,4763,96,73,9
MG,Pimenta,7091,139,158,9
MG,Pingo D'Água,4363,27,80,9
MG,Pintópolis,6368,44,81,9
MG,Piracema,6029,124,155,9
MG,Pirajuba,4085,26,60,9
MG,Piranga,13546,267,360,11
MG,Piranguçu,4781,63,178,9
MG,Piranguinho,6946,165,200,9
MG,Pirapetinga,9470,121,323,9
MG,Pirapora,41109,678,1062,15
MG,Piraúba,9573,109,189,9
MG,Pitangui,20689,406,515,9
MG,Piumhi,25513,721,1088,9
MG,Planura,8459,68,134,9
MG,Poço Fundo,12795,354,300,9
MG,Poços de Caldas,115960,6250,10767,15
MG,Pocrane,7602,59,119,9
MG,Pompéu,23418,533,441,9
MG,Ponte Nova,43215,1350,1329,13
MG,Ponto Chique,3883,17,75,9
MG,Ponto dos Volantes,8794,51,226,9
MG,Porteirinha,31269,485,567,13
MG,Porto Firme,8917,157,244,9
MG,Poté,12754,120,431,11
MG,Pouso Alegre,100087,3965,5304,15
MG,Pouso Alto,5721,112,168,9
MG,Prados,6831,250,268,9
MG,Prata,21028,351,285,11
MG,Pratápolis,7642,148,225,9
MG,Pratinha,2888,25,49,9
MG,Presidente Bernardes,5680,52,128,9
MG,Presidente Juscelino,4348,38,83,9
MG,Presidente Kubitschek,2758,24,68,9
MG,Presidente Olegário,16545,240,355,11
MG,Prudente de Morais,7333,225,257,9
MG,Quartel Geral,3395,27,58,9
MG,Queluzito,2411,29,46,9
MG,Raposos,12649,267,654,9
MG,Raul Soares,17826,272,543,11
MG,Recreio,7897,71,158,9
MG,Reduto,5740,62,785,9
MG,Resende Costa,9004,229,274,9
MG,Resplendor,13429,129,236,11
MG,Ressaquinha,4135,51,87,9
MG,Riachinho,5469,29,51,9
MG,Riacho dos Machados,7615,75,191,9
MG,Ribeirão das Neves,196133,12252,12995,14
MG,Ribeirão Vermelho,3275,55,123,9
MG,Rio Acima,8122,114,238,9
MG,Rio Casca,11621,188,252,9
MG,Rio do Prado,4320,35,124,9
MG,Rio Doce,2330,31,75,9
MG,Rio Espera,5320,97,136,9
MG,Rio Manso,4575,54,101,9
MG,Rio Novo,7200,111,301,9
MG,Rio Paranaíba,10098,233,241,9
MG,Rio Pardo de Minas,21135,181,544,11
MG,Rio Piracicaba,12591,232,322,9
MG,Rio Pomba,14014,336,339,9
MG,Rio Preto,5210,61,135,9
MG,Rio Vermelho,11064,219,324,9
MG,Ritápolis,4532,72,124,9
MG,Rochedo de Minas,2431,24,59,9
MG,Rodeiro,6399,96,103,9
MG,Romaria,2897,33,43,9
MG,Rosário da Limeira,5075,63,112,9
MG,Rubelita,7968,58,216,9
MG,Rubim,6757,64,268,9
MG,Sabará,90539,4379,5417,15
MG,Sabinópolis,12454,297,394,9
MG,Sacramento,19452,330,382,9
MG,Salinas,31215,512,1310,13
MG,Salto da Divisa,4975,28,203,9
MG,Santa Bárbara,22948,403,478,11
MG,Santa Bárbara do Leste,7155,103,142,9
MG,Santa Bárbara do Monte Verde,2967,26,42,9
MG,Santa Bárbara do Tugúrio,4324,84,176,9
MG,Santa Cruz de Minas,6564,172,200,9
MG,Santa Cruz de Salinas,4442,35,151,9
MG,Santa Cruz do Escalvado,4902,46,108,9
MG,Santa Efigênia de Minas,4117,85,183,9
MG,Santa Fé de Minas,3478,14,47,9
MG,Santa Helena de Minas,4935,27,106,9
MG,Santa Juliana,9134,185,160,9
MG,Santa Luzia,154877,8707,10608,17
MG,Santa Margarida,12439,172,263,11
MG,Santa Maria de Itabira,8718,190,404,9
MG,Santa Maria do Salto,4473,30,118,9
MG,Santa Maria do Suaçuí,12665,142,690,9
MG,Santa Rita de Caldas,7203,90,193,9
MG,Santa Rita de Ibitipoca,3290,35,117,9
MG,Santa Rita de Jacutinga,4148,38,115,9
MG,Santa Rita de Minas,6011,73,170,9
MG,Santa Rita do Itueto,4808,41,149,9
MG,Santa Rita do Sapucaí,29539,979,879,13
MG,Santa Rosa da Serra,3424,26,56,9
MG,Santa Vitória,16218,133,319,11
MG,Santana da Vargem,5960,100,202,9
MG,Santana de Cataguases,3022,18,34,9
MG,Santana de Pirapama,7460,114,111,9
MG,Santana do Deserto,3344,17,62,9
MG,Santana do Garambéu,2210,21,41,9
MG,Santana do Jacaré,4037,78,236,9
MG,Santana do Manhuaçu,7209,57,146,9
MG,Santana do Paraíso,20334,395,410,11
MG,Santana do Riacho,5146,63,76,9
MG,Santana dos Montes,3898,68,58,9
MG,Santo Antônio do Amparo,13795,381,262,11
MG,Santo Antônio do Aventureiro,3749,36,691,9
