uf,municipio,eleitores,votosBrancos,votosNulos,vagasVeriador
PR,Paranacity,8055,111,142,9
PR,Paranaguá,92317,3337,5478,19
PR,Paranapoema,2203,10,22,9
PR,Paranavaí,62287,1918,1567,10
PR,Pato Bragado,4248,54,983,9
PR,Pato Branco,57274,2776,1740,11
PR,Paula Freitas,4563,80,110,9
PR,Paulo Frontin,5658,124,241,9
PR,Peabiru,10657,221,2220,9
PR,Perobal,5438,77,86,9
PR,Pérola,8713,189,153,9
PR,Pérola D'Oeste,5419,49,318,9
PR,Piên,9443,155,102,9
PR,Pinhais,76626,3660,4338,17
PR,Pinhal de São Bento,2288,10,15,9
PR,Pinhalão,5688,56,115,9
PR,Pinhão,24047,401,364,13
PR,Piraí do Sul,19221,738,457,9
PR,Piraquara,56695,3297,2636,13
PR,Pitanga,26584,366,306,13
PR,Pitangueiras,2678,31,49,9
PR,Planaltina do Paraná,3506,27,55,9
PR,Planalto,10812,128,136,9
PR,Ponta Grossa,222716,9161,16612,23
PR,Pontal do Paraná,19226,397,608,11
PR,Porecatu,9232,119,116,9
PR,Porto Amazonas,3817,53,55,9
PR,Porto Barreiro,3079,13,20,9
PR,Porto Rico,2482,11,26,9
PR,Porto Vitória,3321,45,47,9
PR,Prado Ferreira,2946,20,52,9
PR,Pranchita,4690,81,76,9
PR,Presidente Castelo Branco,4162,67,57,9
PR,Primeiro de Maio,8693,115,202,9
PR,Prudentópolis,38103,1107,1377,13
PR,Quarto Centenário,3912,44,36,9
PR,Quatiguá,6501,107,159,9
PR,Quatro Barras,13940,428,455,9
PR,Quatro Pontes,3564,31,374,9
PR,Quedas do Iguaçu,23813,336,568,13
PR,Querência do Norte,8623,138,174,9
PR,Quinta do Sol,4633,50,66,9
PR,Quitandinha,13344,227,217,9
PR,Ramilândia,3653,27,83,9
PR,Rancho Alegre,3309,29,77,9
PR,Rancho Alegre D'Oeste,2612,18,31,9
PR,Realeza,13642,416,301,9
PR,Rebouças,12397,228,178,9
PR,Renascença,5172,93,90,9
PR,Reserva,20147,472,435,11
PR,Reserva do Iguaçu,5893,29,47,9
PR,Ribeirão Claro,9454,148,189,9
PR,Ribeirão do Pinhal,11456,204,224,9
PR,Rio Azul,11205,207,303,9
PR,Rio Bom,3035,40,64,9
PR,Rio Bonito do Iguaçu,10522,114,103,9
PR,Rio Branco do Ivaí,3663,31,65,9
PR,Rio Branco do Sul,23747,528,334,11
PR,Rio Negro,24141,849,742,9
PR,Rolândia,46746,2442,2329,10
PR,Roncador,8898,88,188,9
PR,Rondon,7515,85,124,9
