uf,municipio,eleitores,votosBrancos,votosNulos,vagasVeriador
GO,Nova Aurora,2076,11,35,9
GO,Nova Crixás,8670,40,127,9
GO,Nova Glória,7514,70,96,9
GO,Nova Iguaçu de Goiás,2864,8,45,9
GO,Nova Roma,2925,8,42,9
GO,Nova Veneza,6983,43,131,9
GO,Novo Brasil,3546,19,51,9
GO,Novo Gama,52400,1544,1690,15
GO,Novo Planalto,3654,22,49,9
GO,Orizona,11736,255,1898,9
GO,Ouro Verde de Goiás,3493,39,78,9
GO,Ouvidor,7413,65,125,9
GO,Padre Bernardo,19220,223,272,13
GO,Palestina de Goiás,3324,17,31,9
GO,Palmeiras de Goiás,18099,296,479,11
GO,Palmelo,2087,8,35,9
GO,Palminópolis,3634,24,29,9
GO,Panamá,2393,18,35,9
GO,Paranaiguara,7672,71,276,9
GO,Paraúna,9124,82,130,9
GO,Perolândia,2848,16,160,9
GO,Petrolina de Goiás,8113,88,113,9
GO,Pilar de Goiás,3238,19,22,9
GO,Piracanjuba,18305,367,484,11
GO,Piranhas,8967,84,156,9
GO,Pirenópolis,19199,276,377,11
GO,Pires do Rio,22103,481,702,13
GO,Planaltina,49825,1422,1989,17
GO,Pontalina,15026,203,396,11
GO,Porangatu,31889,449,541,13
GO,Porteirão,3488,11,23,9
GO,Portelândia,3798,46,112,9
GO,Posse,23771,260,305,13
GO,Professor Jamil,3599,29,69,9
GO,Quirinópolis,35345,624,706,13
GO,Rialma,7515,97,162,9
GO,Rianápolis,3479,19,87,9
GO,Rio Quente,3377,15,49,9
GO,Rio Verde,117578,3459,4750,21
GO,Rubiataba,15629,173,326,11
GO,Sanclerlândia,7367,60,129,9
GO,Santa Bárbara de Goiás,5256,28,74,9
GO,Santa Cruz de Goiás,2639,12,27,9
GO,Santa Fé de Goiás,4510,26,107,9
GO,Santa Helena de Goiás,26888,636,674,13
GO,Santa Isabel,3259,23,48,9
GO,Santa Rita do Araguaia,4563,51,89,9
GO,Santa Rita do Novo Destino,2625,14,55,9
GO,Santa Rosa de Goiás,3245,21,67,9
GO,Santa Tereza de Goiás,2958,14,37,9
GO,Santa Terezinha de Goiás,8403,40,150,9
GO,Santo Antônio da Barra,3735,24,83,9
GO,Santo Antônio de Goiás,5839,66,109,9
GO,Santo Antônio do Descoberto,36438,973,954,15
GO,São Domingos,7527,71,198,9
GO,São Francisco de Goiás,5499,57,88,9
GO,São João D'Aliança,6774,66,255,9
GO,São João da Paraúna,2170,8,34,9
GO,São Luís de Montes Belos,21114,334,597,13
GO,São Luiz do Norte,4504,42,71,9
GO,São Miguel do Araguaia,19006,160,287,11
GO,São Miguel do Passa Quatro,3709,19,35,9
GO,São Patrício,2927,25,49,9
GO,São Simão,14674,163,180,11
GO,Senador Canedo,65611,1231,2054,13
GO,Serranópolis,5889,85,114,9
GO,Silvânia,15237,217,259,11
GO,Simolândia,5340,36,169,9
GO,Sítio D'Abadia,2777,17,53,9
GO,Taquaral de Goiás,4419,46,66,9
GO,Teresina de Goiás,2792,19,156,9
GO,Terezópolis de Goiás,5818,40,92,9
GO,Três Ranchos,3610,22,65,9
GO,Trindade,78166,1692,1942,17
GO,Trombas,2666,17,42,9
GO,Turvânia,4360,21,41,9
GO,Turvelândia,5256,39,78,9
GO,Uirapuru,2654,20,40,9
GO,Uruaçu,25707,432,470,13
GO,Uruana,11382,104,483,9
GO,Urutaí,3227,22,32,9
GO,Valparaíso de Goiás,68702,2891,2929,13
GO,Varjão,3530,26,81,9
GO,Vianópolis,10080,143,245,9
GO,Vicentinópolis,6313,65,99,9
GO,Vila Boa,4047,27,138,9
GO,Vila Propício,4542,14,72,9
