uf,municipio,eleitores,votosBrancos,votosNulos,vagasVeriador
SP,Santa Albertina,4950,54,133,9
SP,Santa Bárbara D'Oeste,139319,8200,9501,19
SP,Santa Branca,12352,254,285,9
SP,Santa Clara D'Oeste,2288,29,103,9
SP,Santa Cruz da Conceição,3875,51,52,9
SP,Santa Cruz da Esperança,2140,18,91,9
SP,Santa Cruz das Palmeiras,23233,714,716,11
SP,Santa Cruz do Rio Pardo,34480,1293,1015,13
SP,Santa Ernestina,5331,41,85,9
SP,Santa Fé do Sul,24779,874,819,9
SP,Santa Gertrudes,16656,330,450,9
SP,Santa Isabel,40515,1448,1682,15
SP,Santa Lúcia,8074,161,295,9
SP,Santa Maria da Serra,4181,56,198,9
SP,Santa Mercedes,2741,32,55,9
SP,Santa Rita D'Oeste,2497,42,37,9
SP,Santa Rita do Passa Quatro,21577,644,713,9
SP,Santa Rosa de Viterbo,19590,568,775,11
SP,Santa Salete,1830,21,34,9
SP,Santana da Ponte Pensa,1715,21,37,9
SP,Santana de Parnaíba,78579,2634,5980,17
SP,Santo Anastácio,17169,480,810,11
SP,Santo André,569666,29775,79744,21
SP,Santo Antônio da Alegria,6234,55,153,9
SP,Santo Antônio de Posse,16977,376,1030,11
SP,Santo Antônio do Aracanguá,6441,41,67,9
SP,Santo Antônio do Jardim,5520,207,139,9
SP,Santo Antônio do Pinhal,6171,165,151,9
SP,Santo Expedito,2841,26,58,9
SP,Santópolis do Aguapeí,3389,31,95,9
SP,Santos,338474,12640,20174,21
SP,São Bento do Sapucaí,9249,217,310,9
SP,São Bernardo do Campo,611786,31717,81842,28
SP,São Caetano do Sul,128454,3924,10096,19
SP,São Carlos,179717,9358,12692,21
SP,São Francisco,2674,31,147,9
SP,São João da Boa Vista,67814,3764,4254,15
SP,São João das Duas Pontes,2511,25,195,9
SP,São João de Iracema,1824,16,23,9
SP,São João do Pau D'Alho,2029,20,58,9
SP,São Joaquim da Barra,36042,1050,1016,11
SP,São José da Bela Vista,7478,128,161,9
SP,São José do Barreiro,3721,25,58,9
SP,São José do Rio Pardo,41564,2118,2423,13
SP,São José do Rio Preto,318478,14904,18968,17
SP,São José dos Campos,488647,20550,26220,21
SP,São Lourenço da Serra,12080,273,390,9
SP,São Luís do Paraitinga,10305,196,151,9
SP,São Manuel,31056,1053,1367,13
SP,São Miguel Arcanjo,25053,783,778,11
SP,São Paulo,8886324,668674,906701,55
SP,São Pedro,24390,766,1994,13
SP,São Pedro do Turvo,5774,87,199,9
SP,São Roque,58644,2488,2568,15
SP,São Sebastião,58951,1289,2918,12
SP,São Sebastião da Grama,9616,298,755,9
SP,São Simão,12046,268,354,9
SP,São Vicente,256516,11190,16223,15
SP,Sarapuí,7328,155,214,9
SP,Sarutaiá,3388,29,78,9
SP,Sebastianópolis do Sul,3070,33,54,9
SP,Serra Azul,7275,114,413,9
SP,Serra Negra,22401,556,758,11
SP,Serrana,32277,788,906,13
SP,Sertãozinho,88408,3196,3913,17
SP,Sete Barras,10992,154,215,9
SP,Severínia,12669,247,215,11
SP,Silveiras,5332,55,93,9
SP,Socorro,29373,855,1058,9
SP,Sorocaba,458334,22547,50574,20
SP,Sud Mennucci,6502,72,86,9
SP,Sumaré,180384,8732,12379,21
SP,Suzanápolis,3021,53,81,9
SP,Suzano,211653,12779,19717,19
SP,Tabapuã,9307,191,226,9
SP,Tabatinga,11434,347,302,9
SP,Taboão da Serra,204250,10932,13429,13
SP,Taciba,5144,29,54,9
SP,Taguaí,8658,197,138,9
SP,Taiaçu,5019,89,75,9
SP,Taiúva,4860,91,82,9
SP,Tambaú,17550,547,488,11
SP,Tanabi,20131,419,660,11
SP,Tapiraí,6659,120,170,9
SP,Tapiratiba,10436,323,447,9
SP,Taquaral,2383,35,29,9
SP,Taquaritinga,40412,1975,1715,15
SP,Taquarituba,18810,695,707,11
SP,Taquarivaí,4820,76,93,9
SP,Tarabai,5725,52,158,9
SP,Tarumã,11088,126,109,9
SP,Tatuí,83564,2867,4166,17
SP,Taubaté,222773,11511,18010,19
SP,Tejupá,4186,40,81,9
SP,Teodoro Sampaio,17133,213,263,11
SP,Terra Roxa,7042,86,126,9
SP,Tietê,29113,1140,1335,9
SP,Timburi,2542,31,33,9
SP,Torre de Pedra,2725,16,42,9
SP,Torrinha,7404,208,164,9
SP,Trabiju,1663,12,22,9
SP,Tremembé,25686,997,1057,9
SP,Três Fronteiras,5088,90,89,9
SP,Tuiuti,5530,112,132,9
SP,Tupã,50962,1582,2114,15
SP,Tupi Paulista,11226,378,401,9
SP,Turiúba,1796,6,39,9
SP,Turmalina,2050,20,281,9
SP,Ubarana,4572,58,69,9
